project_key,nk_company_id,nk_project_id,nk_org_id,nk_employee_id,nk_level_number,project_type,project_name,project_long_name,billable_project_flag,active_flag,project_classification,project_end_date,project_start_date,account_group_code,time_collection_project_flag,revenue_formula_code,revenue_formula_description,bill_info_flag,project_total_value,project_level2_value,proj_link_name,proj_link_cust_id,customer_name,supervisor_id,supervisor_name,pm_id,project_manager,project_classification_type,project_linked_project_name,linked_project_contract_value,billing_currency_cd,contract_value_usd,row_is_current,Client Go Live,Complexity,Country,City,Project Status,Risk Metric
PRJ2021-220,COMP79667,PROJ4440,ORG25999,,LVL3,IT Consulting,Mobile App Development,,,,Small Business,20/12/2022,14/09/2022,ACC912,SUP6556,,,,,,,,"Juarez, Zimmerman and Walsh",SUP8327,Stephanie Webb,PM6454,Steven Evans,,,,,26091,,20/12/2022,High,Australia,Leblancchester,Completed,Low
PRJ2028-759,COMP21647,PROJ7611,ORG93241,,LVL2,IT Infrastructure,Managed Helpdesk Services,,,,Enterprise,16/10/2023,15/02/2022,ACC187,SUP8300,,,,,,,,"Vaughn, Williams and Reed",SUP1853,Daniel Jackson,PM6527,Lori Brooks,,,,,45899,,14/11/2023,Medium,Japan,Port Christinaton,In Progress,High
PRJ2021-256,COMP41652,PROJ2013,ORG54394,,LVL3,IT Infrastructure,Network Troubleshooting & Support,,,,Enterprise,09/08/2024,05/03/2024,ACC941,SUP4785,,,,,,,,Brock-Hamilton,SUP8553,Robin Gonzales,PM7517,Doris Peterson,,,,,15527,,02/09/2024,Medium,Germany,Ernestville,Completed,Low
PRJ2023-683,COMP13841,PROJ9725,ORG60798,,LVL1,IT Consulting,Network Troubleshooting & Support,,,,Small Business,20/01/2026,17/10/2023,ACC234,SUP8996,,,,,,,,Russell LLC,SUP2778,Thomas Smith,PM6833,Andrew Smith,,,,,42718,,19/02/2026,Medium,Italy,Theresaburgh,In Progress,High
PRJ2028-507,COMP98071,PROJ3174,ORG18281,,LVL1,IT Consulting,E-commerce Platform Integration,,,,Small Business,08/09/2023,30/08/2021,ACC430,SUP1604,,,,,,,,"Allen, Perez and Ortiz",SUP6566,Daniel Smith,PM4005,Allison Ford,,,,,23976,,20/09/2023,Medium,France,Higginsville,In Progress,Medium
PRJ2027-289,COMP30948,PROJ6073,ORG15669,,LVL3,IT Infrastructure,Database Migration,,,,Enterprise,,20/02/2022,ACC918,SUP5390,,,,,,,,Knight Group,SUP2146,Ashley Conner,PM2975,Dawn Sanchez,,,,,28184,,,High,Japan,Lake Danastad,In Progress,Low
PRJ2024-529,COMP75594,PROJ6164,ORG38471,,LVL3,IT Consulting,CRM Implementation,,,,Enterprise,21/01/2024,28/04/2023,ACC455,SUP6861,,,,,,,,"Young, Johnson and Peterson",SUP5265,Debra Mercer,PM2004,Frank Miller,,,,,27602,,23/01/2024,Low,Italy,Smithchester,Completed,Medium
PRJ2022-954,COMP21916,PROJ8427,ORG47293,,LVL3,IT Infrastructure,Infrastructure Upgrade,,,,Small Business,03/05/2024,22/10/2021,ACC359,SUP1339,,,,,,,,Hammond and Sons,SUP6714,Ryan Watson,PM8767,Justin Daugherty,,,,,39267,,13/05/2024,Medium,Canada,Kramerside,In Progress,High
PRJ2026-260,COMP62262,PROJ6461,ORG99028,,LVL2,IT Consulting,Infrastructure Upgrade,,,,Small Business,,01/07/2024,ACC322,SUP7871,,,,,,,,Williams PLC,SUP3086,Max Miller,PM8838,Robert Brown,,,,,22947,,,Low,Canada,Brianview,Completed,Low
PRJ2025-929,COMP66365,PROJ8032,ORG56615,,LVL2,IT Consulting,CRM Implementation,,,,Enterprise,04/03/2026,23/11/2024,ACC927,SUP2012,,,,,,,,Rowe-Thompson,SUP4378,Jay Reed,PM4942,Sara Monroe,,,,,14249,,01/04/2026,Low,Italy,Brownbury,Completed,Low
PRJ2027-559,COMP72983,PROJ5470,ORG83173,,LVL1,IT Infrastructure,Database Migration,,,,Enterprise,08/03/2023,06/11/2022,ACC333,SUP3413,,,,,,,,Martinez PLC,SUP2484,Robert Williams,PM5668,Jody Perry,,,,,12782,,12/03/2023,Low,Australia,Dianeside,Completed,Low
PRJ2027-108,COMP24003,PROJ8899,ORG25831,,LVL1,Software Development,Database Migration,,,,Enterprise,23/12/2021,21/09/2021,ACC260,SUP4156,,,,,,,,"Mathis, Hernandez and Bowers",SUP3778,Julie Wood,PM6263,Sierra Taylor,,,,,15689,,18/01/2022,Medium,Japan,Santiagostad,In Progress,Medium
PRJ2025-125,COMP36966,PROJ9127,ORG48256,,LVL1,IT Consulting,Data Analytics Platform Implementation,,,,Enterprise,04/03/2027,17/11/2024,ACC872,SUP6430,,,,,,,,"James, Miller and Mata",SUP3667,Andrea Griffin,PM4282,Sara Mclaughlin,,,,,16270,,05/03/2027,Medium,Germany,Port Patrick,In Progress,High
PRJ2023-365,COMP38032,PROJ6438,ORG99413,,LVL3,IT Infrastructure,Cloud Security Optimization,,,,Small Business,28/04/2024,18/08/2021,ACC942,SUP5325,,,,,,,,Murphy Ltd,SUP9432,Dana Hernandez,PM9871,Paul Powell,,,,,16444,,22/05/2024,High,USA,Gloverburgh,Completed,Low
PRJ2028-112,COMP52943,PROJ2481,ORG84011,,LVL2,Software Development,Web Application Development,,,,Small Business,04/06/2025,08/06/2024,ACC804,SUP6846,,,,,,,,"Hardy, Barrett and Rich",SUP9159,Amanda Green,PM3903,Erin Casey,,,,,22313,,21/06/2025,Low,France,Andersonland,In Progress,Low
PRJ2027-969,COMP37984,PROJ4641,ORG52313,,LVL3,Software Development,Cloud Security Optimization,,,,Enterprise,29/09/2024,05/05/2024,ACC952,SUP7949,,,,,,,,Garcia-Burns,SUP4961,Charles Fitzgerald,PM7854,Meagan Young,,,,,24016,,24/10/2024,Low,Spain,Port Aaronstad,Completed,Low
PRJ2026-478,COMP11908,PROJ5727,ORG79840,,LVL3,IT Infrastructure,Web Application Development,,,,Small Business,,27/02/2024,ACC264,SUP8269,,,,,,,,Thompson and Sons,SUP3363,Ashley Booth,PM9933,Renee Henderson,,,,,41243,,,Medium,Italy,North Jeffrey,Completed,Medium
PRJ2024-104,COMP94470,PROJ1115,ORG87829,,LVL2,IT Infrastructure,Data Analytics Platform Implementation,,,,Small Business,07/10/2024,30/06/2023,ACC984,SUP8511,,,,,,,,Osborne-Sellers,SUP4664,Dr. Lynn Martin,PM4039,Lisa Lewis,,,,,20635,,09/10/2024,Medium,Australia,South Joshua,In Progress,Medium
PRJ2025-135,COMP30645,PROJ3427,ORG35370,,LVL3,IT Consulting,Infrastructure Upgrade,,,,Small Business,,02/06/2024,ACC250,SUP8340,,,,,,,,Nelson PLC,SUP7597,Heidi Stanton,PM6432,Jennifer Lewis,,,,,42368,,,High,USA,Jenniferfurt,Completed,High
PRJ2022-323,COMP62691,PROJ5250,ORG26671,,LVL1,Software Development,CRM Implementation,,,,Enterprise,01/08/2023,05/05/2022,ACC328,SUP5216,,,,,,,,Black and Sons,SUP2298,Logan Pugh,PM9118,Diamond Ruiz,,,,,47851,,19/08/2023,High,Japan,Port Phillipbury,In Progress,Low
PRJ2028-785,COMP18785,PROJ7993,ORG32117,,LVL1,Software Development,E-commerce Platform Integration,,,,Enterprise,04/06/2024,20/05/2023,ACC606,SUP7754,,,,,,,,Griffin-Nichols,SUP7754,Robert Peterson,PM8897,Albert Stewart,,,,,21006,,21/06/2024,Low,UK,Melissafort,Completed,High
PRJ2022-337,COMP41045,PROJ6317,ORG37590,,LVL2,Software Development,Managed Helpdesk Services,,,,Small Business,14/08/2022,02/04/2022,ACC951,SUP7137,,,,,,,,Carrillo-Smith,SUP4306,Sean Barron,PM6669,Jonathan Johnston,,,,,18903,,17/08/2022,High,Australia,Port Jenniferport,Completed,Low
PRJ2026-161,COMP48102,PROJ2438,ORG50150,,LVL2,IT Infrastructure,Cloud Security Optimization,,,,Small Business,29/07/2024,05/11/2023,ACC182,SUP1245,,,,,,,,Martin-Payne,SUP5910,Lauren Holmes,PM2737,Alexandria Steele,,,,,42572,,28/08/2024,High,Italy,Port Jasmine,In Progress,Medium
PRJ2023-364,COMP27491,PROJ9873,ORG85916,,LVL2,IT Infrastructure,Database Migration,,,,Small Business,05/12/2024,31/05/2023,ACC899,SUP3359,,,,,,,,Clark-Foster,SUP4325,Pamela Harvey,PM5549,Gary Anderson,,,,,30250,,16/12/2024,High,Canada,East Allen,Completed,Medium
PRJ2021-763,COMP74696,PROJ7870,ORG25737,,LVL2,IT Infrastructure,IT Audit and Compliance,,,,Small Business,,03/09/2021,ACC276,SUP5884,,,,,,,,"Hawkins, Smith and Paul",SUP1797,Stephanie Beltran,PM6303,Philip Sutton,,,,,43453,,,Medium,Australia,New Krystal,Completed,Medium
PRJ2028-879,COMP53021,PROJ8069,ORG20507,,LVL3,IT Infrastructure,Web Application Development,,,,Enterprise,17/01/2022,05/09/2021,ACC393,SUP2089,,,,,,,,Marquez-Cooke,SUP6042,Bryan Jackson,PM5093,Emily Wright,,,,,46660,,31/01/2022,Low,Germany,South Kimberlyside,In Progress,Low
PRJ2025-254,COMP51718,PROJ7665,ORG59617,,LVL3,IT Consulting,IT Audit and Compliance,,,,Small Business,10/12/2021,13/06/2021,ACC679,SUP5899,,,,,,,,Liu LLC,SUP7074,Christopher Diaz,PM9266,Charles Allen,,,,,48481,,31/12/2021,Low,Brazil,Andreaton,Completed,Low
PRJ2026-290,COMP44656,PROJ7592,ORG91705,,LVL3,Software Development,Web Application Development,,,,Small Business,,17/08/2024,ACC951,SUP9397,,,,,,,,Davila-Ward,SUP7855,Danielle Donovan,PM7317,Natalie Jacobs,,,,,35666,,,Low,Germany,Bryanville,In Progress,Low
PRJ2023-741,COMP48144,PROJ4282,ORG28420,,LVL2,IT Consulting,Cloud Security Optimization,,,,Enterprise,12/02/2024,04/09/2021,ACC484,SUP3816,,,,,,,,"Carter, Nash and Davis",SUP4931,Robert Walters MD,PM8043,Richard Holt,,,,,42560,,01/03/2024,Medium,Germany,Thomasland,In Progress,High
PRJ2021-725,COMP36731,PROJ9441,ORG98015,,LVL1,IT Infrastructure,Network Troubleshooting & Support,,,,Small Business,29/12/2024,09/12/2023,ACC336,SUP9398,,,,,,,,Perez-Jones,SUP5604,Kyle Frazier,PM7616,William Salazar,,,,,37136,,29/12/2024,Low,Japan,West Reneefort,Completed,Low
PRJ2027-552,COMP33764,PROJ7250,ORG68531,,LVL1,Software Development,E-commerce Platform Integration,,,,Small Business,09/11/2023,24/12/2022,ACC903,SUP2082,,,,,,,,Morales and Sons,SUP2701,Robert Blackburn,PM5525,Sarah Fletcher,,,,,12834,,05/12/2023,Medium,Italy,Cooperville,Completed,Medium
PRJ2026-898,COMP57769,PROJ3599,ORG41870,,LVL1,IT Infrastructure,Data Analytics Platform Implementation,,,,Small Business,27/07/2023,24/06/2023,ACC213,SUP9790,,,,,,,,Cummings PLC,SUP4477,Jamie Berry,PM5006,Wendy Mcintyre,,,,,29455,,10/08/2023,High,Canada,Michaelland,In Progress,Medium
PRJ2022-185,COMP79434,PROJ8762,ORG32510,,LVL2,IT Infrastructure,Web Application Development,,,,Enterprise,16/12/2021,11/01/2022,ACC887,SUP7149,,,,,,,,Hunter Inc,SUP8983,Robin Gonzalez,PM2809,Catherine Phillips,,,,,42710,,18/12/2021,Low,Italy,West Daniel,In Progress,Low
PRJ2025-578,COMP44125,PROJ2288,ORG37024,,LVL2,IT Infrastructure,Database Migration,,,,Enterprise,04/07/2026,05/03/2024,ACC958,SUP6073,,,,,,,,"Greene, Miller and Simon",SUP2960,Sarah Horne,PM2911,Danny Carlson,,,,,36017,,04/07/2026,Medium,Canada,West Justin,Completed,Medium
PRJ2021-329,COMP13519,PROJ2414,ORG54782,,LVL1,IT Infrastructure,Client Portal Revamp,,,,Enterprise,04/10/2025,30/03/2024,ACC344,SUP8212,,,,,,,,Compton LLC,SUP4667,Christopher Castillo,PM6357,Colleen Davis,,,,,43841,,23/10/2025,High,Brazil,East Bradley,In Progress,Medium
PRJ2024-120,COMP38175,PROJ8635,ORG21572,,LVL2,IT Consulting,Network Troubleshooting & Support,,,,Small Business,04/11/2023,02/10/2023,ACC316,SUP4102,,,,,,,,"Thompson, Kline and Avila",SUP7440,Rodney Jones,PM9763,Derrick Brown,,,,,18045,,05/11/2023,High,Germany,Ivanbury,In Progress,Low
PRJ2027-804,COMP32878,PROJ4740,ORG60844,,LVL2,IT Infrastructure,Cloud Security Optimization,,,,Enterprise,10/06/2023,30/05/2021,ACC741,SUP9022,,,,,,,,Flores Inc,SUP9253,John Pineda,PM5927,Gary Garcia,,,,,30423,,24/06/2023,Medium,UK,Lake Sean,In Progress,High
PRJ2021-396,COMP17698,PROJ2801,ORG55761,,LVL1,IT Consulting,Mobile App Development,,,,Enterprise,,22/06/2022,ACC766,SUP5463,,,,,,,,Wood PLC,SUP5285,Heather Smith,PM9102,Heather Rubio,,,,,40287,,,Medium,USA,West Derek,Completed,Low
PRJ2022-565,COMP34324,PROJ2272,ORG89555,,LVL2,Software Development,IT Audit and Compliance,,,,Small Business,02/04/2025,08/03/2023,ACC474,SUP7571,,,,,,,,Herring-Snow,SUP4675,Kevin Edwards,PM4492,Kathryn Turner,,,,,43992,,06/04/2025,Medium,France,South Dustin,In Progress,High
PRJ2024-570,COMP47154,PROJ3743,ORG96961,,LVL2,IT Consulting,Web Application Development,,,,Enterprise,01/01/2026,17/12/2023,ACC140,SUP2331,,,,,,,,"Washington, Foster and Parker",SUP4995,Mary Lopez,PM2313,Kevin Lopez,,,,,37692,,24/01/2026,Low,Japan,Weeksberg,Completed,Low
PRJ2026-877,COMP11221,PROJ8363,ORG39219,,LVL3,IT Consulting,CRM Implementation,,,,Enterprise,24/04/2027,21/10/2024,ACC545,SUP7335,,,,,,,,"Olson, Mccullough and Page",SUP6902,Emily Johnson,PM6163,Katelyn Nguyen,,,,,18793,,01/05/2027,High,Germany,Port Susan,Completed,High
PRJ2027-209,COMP14172,PROJ5824,ORG12299,,LVL2,IT Consulting,Web Application Development,,,,Enterprise,23/01/2022,15/02/2021,ACC952,SUP3781,,,,,,,,"Harrison, Ballard and Wong",SUP8058,Joyce Hughes,PM5296,Grant Smith,,,,,28040,,29/01/2022,Medium,France,Zacharyland,Completed,High
PRJ2022-210,COMP91497,PROJ2810,ORG61371,,LVL2,IT Consulting,Cloud Security Optimization,,,,Small Business,19/09/2025,15/10/2023,ACC552,SUP7581,,,,,,,,"Adams, Brooks and Preston",SUP5447,Jasmine James,PM6851,Gregory Rivera,,,,,14531,,24/09/2025,Low,UK,Stacyshire,In Progress,High
PRJ2024-289,COMP97534,PROJ5342,ORG73985,,LVL3,IT Infrastructure,Database Migration,,,,Small Business,31/05/2024,06/02/2022,ACC320,SUP6108,,,,,,,,"Reyes, Francis and Duncan",SUP3753,Gregory Stevenson,PM4005,Benjamin Holden,,,,,11352,,28/06/2024,High,Brazil,Josestad,Completed,Medium
PRJ2022-708,COMP55246,PROJ8280,ORG71088,,LVL2,IT Consulting,Mobile App Development,,,,Enterprise,11/06/2024,17/02/2022,ACC598,SUP1161,,,,,,,,"Harrison, Robertson and Allen",SUP5810,Kayla Cook,PM2212,Kyle Richardson,,,,,28433,,02/07/2024,Low,Spain,Tinaport,Completed,High
PRJ2024-143,COMP34063,PROJ6370,ORG16767,,LVL1,Software Development,Web Application Development,,,,Small Business,,21/01/2021,ACC240,SUP4804,,,,,,,,Guerra PLC,SUP1914,Omar Baker,PM6385,Mrs. Sheri Kaiser,,,,,29133,,,Low,USA,Edwardsstad,In Progress,Medium
PRJ2027-792,COMP16423,PROJ2739,ORG74844,,LVL3,IT Infrastructure,Infrastructure Upgrade,,,,Small Business,,08/07/2023,ACC693,SUP4085,,,,,,,,Holmes Ltd,SUP2109,Victoria Daugherty,PM4794,Nathan Avila,,,,,27397,,,Medium,Brazil,Torresborough,In Progress,Medium
PRJ2027-361,COMP35400,PROJ3224,ORG75887,,LVL1,Software Development,E-commerce Platform Integration,,,,Enterprise,28/09/2023,11/03/2021,ACC619,SUP1698,,,,,,,,Johnson PLC,SUP8588,Alexander Snyder,PM7712,Shannon Rogers,,,,,42822,,27/10/2023,Low,Brazil,Sharonstad,In Progress,High
PRJ2028-895,COMP68242,PROJ5120,ORG96169,,LVL1,IT Consulting,Mobile App Development,,,,Small Business,15/02/2026,04/07/2024,ACC168,SUP4864,,,,,,,,"Ewing, Jones and Weaver",SUP9901,John Robbins,PM5969,Tanya Thompson,,,,,31920,,10/03/2026,Low,Japan,Payneside,Completed,High
PRJ2026-144,COMP57927,PROJ1306,ORG62467,,LVL1,IT Consulting,E-commerce Platform Integration,,,,Enterprise,18/05/2024,21/01/2023,ACC115,SUP8938,,,,,,,,"Wright, Avery and Potter",SUP6438,Nicole Stephenson,PM9578,Lee Hardy,,,,,39931,,15/06/2024,High,USA,Munozmouth,Completed,Low
PRJ2026-649,COMP61100,PROJ7590,ORG43809,,LVL1,Software Development,Infrastructure Upgrade,,,,Small Business,29/11/2023,29/04/2023,ACC110,SUP9616,,,,,,,,Brennan-Manning,SUP2942,Noah Smith,PM3664,Kayla Diaz,,,,,15841,,25/12/2023,Low,Italy,North Tamitown,In Progress,Medium
PRJ2021-122,COMP26145,PROJ4255,ORG39707,,LVL3,IT Consulting,Cloud Security Optimization,,,,Small Business,,19/02/2024,ACC803,SUP2465,,,,,,,,Fowler-Ward,SUP2364,Laura Gamble,PM7386,Andrew Mills,,,,,24157,,,High,Spain,North Nicoleberg,Completed,High
PRJ2021-398,COMP95330,PROJ4449,ORG56643,,LVL3,Software Development,Web Application Development,,,,Enterprise,,12/03/2022,ACC854,SUP7288,,,,,,,,"Mills, Carroll and Carpenter",SUP9463,Adrienne Hardy,PM2556,Bradley Chang,,,,,12782,,,High,Italy,Holthaven,In Progress,Medium
PRJ2026-532,COMP79095,PROJ9109,ORG81613,,LVL2,Software Development,Managed Helpdesk Services,,,,Enterprise,15/10/2022,20/06/2022,ACC465,SUP7399,,,,,,,,Faulkner-Perkins,SUP3261,Michael Mann,PM4409,Alexandra Simmons,,,,,13517,,16/10/2022,Low,Japan,West Carl,In Progress,Low
PRJ2024-867,COMP26321,PROJ7801,ORG28103,,LVL1,Software Development,Database Migration,,,,Enterprise,10/09/2025,29/02/2024,ACC946,SUP3647,,,,,,,,Skinner-Clarke,SUP3076,Emily Williams,PM7274,Lori Love,,,,,37251,,10/10/2025,High,UK,Brookefurt,In Progress,Low
PRJ2028-991,COMP97748,PROJ8788,ORG93426,,LVL1,IT Infrastructure,Web Application Development,,,,Enterprise,,21/06/2023,ACC340,SUP1492,,,,,,,,Bennett-Fowler,SUP5514,Eric Morgan,PM4847,Sharon Garcia,,,,,13426,,,High,France,Lake Peter,In Progress,High
PRJ2021-659,COMP48506,PROJ4180,ORG63088,,LVL2,Software Development,Infrastructure Upgrade,,,,Small Business,,22/01/2022,ACC385,SUP2252,,,,,,,,"Liu, Ruiz and Nichols",SUP6906,Daniel Le,PM9981,Rodney Oliver,,,,,29855,,,Low,Canada,New Christopherland,In Progress,Medium
PRJ2027-320,COMP62604,PROJ6532,ORG95228,,LVL1,IT Consulting,Mobile App Development,,,,Enterprise,,21/01/2021,ACC504,SUP5399,,,,,,,,Miller Inc,SUP3973,Christopher Campbell,PM7565,Chad Adams MD,,,,,39162,,,Low,Canada,North James,In Progress,High
PRJ2026-724,COMP54674,PROJ9306,ORG96073,,LVL2,IT Consulting,Web Application Development,,,,Enterprise,,01/09/2023,ACC133,SUP8568,,,,,,,,Miller Inc,SUP7314,Kathryn Long,PM8212,Brandon Montgomery,,,,,13210,,,Medium,USA,Port Susanchester,Completed,Medium
PRJ2024-604,COMP93172,PROJ7888,ORG19577,,LVL1,IT Infrastructure,Web Application Development,,,,Enterprise,21/05/2024,22/10/2022,ACC497,SUP1972,,,,,,,,"Spencer, Christian and Lopez",SUP5120,Anthony Hoffman,PM7031,Jesse Larsen,,,,,43435,,10/06/2024,Medium,Japan,Fosterport,In Progress,Low
PRJ2027-668,COMP86350,PROJ8923,ORG47886,,LVL1,Software Development,Client Portal Revamp,,,,Enterprise,16/06/2026,16/12/2024,ACC820,SUP9480,,,,,,,,"Stone, Melendez and Garcia",SUP4188,Alexander Cain,PM8957,April Smith,,,,,43836,,11/07/2026,Medium,UK,Ashleyshire,In Progress,Low
PRJ2024-690,COMP29562,PROJ1942,ORG88022,,LVL2,Software Development,E-commerce Platform Integration,,,,Enterprise,22/08/2023,02/04/2022,ACC650,SUP2218,,,,,,,,Jennings-Jimenez,SUP8648,Craig Forbes,PM7849,Cassandra Summers,,,,,49277,,19/09/2023,Low,Brazil,North Bryan,Completed,Medium
PRJ2024-884,COMP42647,PROJ2546,ORG89450,,LVL2,IT Consulting,Client Portal Revamp,,,,Small Business,23/08/2026,30/05/2024,ACC310,SUP6711,,,,,,,,"Stout, Bailey and Schwartz",SUP1262,Valerie Hunt,PM7771,Andrew Hayden,,,,,33819,,02/09/2026,Low,France,Port Michael,Completed,Medium
PRJ2022-753,COMP71174,PROJ7314,ORG31323,,LVL1,IT Consulting,Infrastructure Upgrade,,,,Enterprise,17/05/2022,19/01/2021,ACC379,SUP9566,,,,,,,,Williams PLC,SUP7522,Karen Guerrero,PM8944,Justin Tapia,,,,,21307,,11/06/2022,Medium,Japan,Millertown,In Progress,Low
PRJ2026-422,COMP22977,PROJ6822,ORG15875,,LVL2,IT Infrastructure,Client Portal Revamp,,,,Small Business,,09/02/2021,ACC335,SUP1646,,,,,,,,Reed PLC,SUP4532,Jorge Whitney,PM6991,Anthony Gomez,,,,,32788,,,High,France,South Anthony,Completed,High
PRJ2023-555,COMP26214,PROJ7275,ORG58228,,LVL1,IT Consulting,Network Troubleshooting & Support,,,,Enterprise,04/02/2022,03/12/2021,ACC687,SUP1141,,,,,,,,"Gonzales, Kent and Richardson",SUP8399,Sarah Chaney,PM9526,Sean Spencer,,,,,35617,,24/02/2022,High,UK,South Dana,In Progress,Low
PRJ2021-738,COMP19426,PROJ5512,ORG44016,,LVL2,IT Consulting,Cloud Security Optimization,,,,Enterprise,10/08/2022,03/02/2022,ACC810,SUP5532,,,,,,,,Pollard-Thompson,SUP1129,Emma Stanley,PM2771,Andrew Delgado,,,,,12721,,09/09/2022,Medium,Japan,South Andrewmouth,In Progress,High
PRJ2025-244,COMP12431,PROJ7955,ORG17620,,LVL2,IT Infrastructure,Data Analytics Platform Implementation,,,,Small Business,17/05/2022,22/09/2021,ACC878,SUP9139,,,,,,,,"Williams, Hunt and Warren",SUP9004,Rachel Jordan,PM3042,Rachel Miller,,,,,36619,,27/05/2022,High,France,South Peter,Completed,High
PRJ2023-692,COMP63686,PROJ8073,ORG90924,,LVL2,Software Development,Managed Helpdesk Services,,,,Enterprise,22/04/2025,19/02/2024,ACC627,SUP3375,,,,,,,,"Cain, Moss and Orozco",SUP4679,Monica Kim,PM2627,Kristie Rubio,,,,,28185,,29/04/2025,Medium,Spain,Port Doris,Completed,High
PRJ2022-160,COMP64626,PROJ1905,ORG10225,,LVL1,IT Consulting,Managed Helpdesk Services,,,,Small Business,21/06/2025,31/12/2022,ACC314,SUP6736,,,,,,,,Jones Group,SUP9816,Mrs. Stephanie Wilson,PM9344,Nathan Thompson,,,,,12142,,28/06/2025,Medium,Australia,New Alejandra,In Progress,Medium
PRJ2024-302,COMP93583,PROJ7117,ORG20855,,LVL2,Software Development,Client Portal Revamp,,,,Enterprise,06/04/2024,04/10/2021,ACC561,SUP5930,,,,,,,,West Ltd,SUP8001,Dr. Rebecca Savage,PM9783,Richard Villarreal,,,,,43585,,12/04/2024,Low,UK,Stephenberg,Completed,Low
PRJ2021-285,COMP40661,PROJ2739,ORG60644,,LVL1,Software Development,E-commerce Platform Integration,,,,Small Business,04/08/2024,13/08/2023,ACC816,SUP1256,,,,,,,,"Hunt, Ponce and Greene",SUP2281,Mary Martin,PM4169,David Byrd,,,,,25481,,25/08/2024,Medium,Japan,East Adam,Completed,High
PRJ2025-828,COMP94319,PROJ6694,ORG46062,,LVL1,Software Development,IT Audit and Compliance,,,,Small Business,10/02/2023,11/01/2021,ACC805,SUP8692,,,,,,,,Stark Ltd,SUP4078,Michelle Maldonado,PM4360,Michael Kelly,,,,,36471,,22/02/2023,High,UK,Michelletown,Completed,Medium
PRJ2023-921,COMP52610,PROJ4187,ORG52587,,LVL1,IT Infrastructure,Mobile App Development,,,,Small Business,03/02/2025,03/10/2022,ACC426,SUP2058,,,,,,,,Combs PLC,SUP6866,David Graham,PM8515,Ashley Hale,,,,,19539,,01/03/2025,Medium,Spain,Paulhaven,Completed,High
PRJ2025-849,COMP49102,PROJ9284,ORG58306,,LVL2,IT Infrastructure,Infrastructure Upgrade,,,,Enterprise,02/07/2024,07/03/2023,ACC273,SUP1113,,,,,,,,Guerra Group,SUP2811,George Parker,PM3289,Joshua Mason,,,,,27806,,17/07/2024,Medium,UK,Brandonville,In Progress,High
PRJ2027-170,COMP40981,PROJ4310,ORG45887,,LVL3,Software Development,Network Troubleshooting & Support,,,,Small Business,01/07/2024,02/05/2023,ACC487,SUP1992,,,,,,,,Schultz-Stokes,SUP8689,David Davis,PM3856,David Lewis,,,,,32736,,31/07/2024,Medium,Brazil,South Michael,Completed,Medium
PRJ2021-990,COMP18052,PROJ7086,ORG33624,,LVL1,Software Development,IT Audit and Compliance,,,,Enterprise,14/10/2021,26/01/2021,ACC228,SUP5432,,,,,,,,"Hays, Simmons and Beasley",SUP5775,Michelle Jordan,PM8323,Henry Lamb Jr.,,,,,17762,,20/10/2021,High,Spain,Josephbury,Completed,Medium
PRJ2021-700,COMP48742,PROJ5533,ORG61157,,LVL3,Software Development,E-commerce Platform Integration,,,,Enterprise,,25/02/2021,ACC817,SUP7718,,,,,,,,"Harris, Taylor and Bailey",SUP7788,Ashley Smith,PM5297,Meredith Jackson,,,,,21850,,,Medium,Italy,South Larrychester,In Progress,High
PRJ2027-560,COMP80710,PROJ4388,ORG15392,,LVL1,Software Development,Database Migration,,,,Enterprise,14/10/2023,12/12/2022,ACC116,SUP3205,,,,,,,,"Neal, Romero and Nguyen",SUP2500,Patricia Nicholson,PM3173,Alexis Mora,,,,,38851,,24/10/2023,Low,Japan,Lake Katherineshire,Completed,Low
PRJ2027-969,COMP20203,PROJ1070,ORG77565,,LVL2,Software Development,Data Analytics Platform Implementation,,,,Enterprise,14/09/2023,08/01/2023,ACC818,SUP7451,,,,,,,,Davis Group,SUP1283,James Sanchez,PM8964,Christopher Solomon,,,,,46304,,15/09/2023,High,Italy,Port Scottchester,Completed,High
PRJ2023-474,COMP59204,PROJ3112,ORG66763,,LVL2,IT Consulting,Cloud Security Optimization,,,,Enterprise,29/01/2027,11/11/2024,ACC925,SUP8210,,,,,,,,Campbell-Knapp,SUP4360,Heather Reynolds,PM7987,Michael Cook,,,,,47307,,29/01/2027,Low,Australia,Maryhaven,In Progress,Medium
PRJ2023-612,COMP63593,PROJ1711,ORG47719,,LVL1,Software Development,Mobile App Development,,,,Small Business,28/05/2024,15/06/2022,ACC600,SUP7918,,,,,,,,"Paul, Merritt and Morrison",SUP5745,Stephen Gonzales,PM5461,Daniel Wilson,,,,,40346,,18/06/2024,High,Germany,North Martin,Completed,Medium
PRJ2024-133,COMP66982,PROJ9157,ORG63242,,LVL1,IT Consulting,Web Application Development,,,,Small Business,16/07/2024,19/09/2022,ACC288,SUP9351,,,,,,,,Walker-Liu,SUP4418,Jamie Murphy,PM3465,Donna Mills,,,,,42186,,21/07/2024,Low,France,Port Stephanie,Completed,Medium
